210,sz399103,乐富指数,7093.541,6.891,0.097,7086.650,7075.193,7095.508,7009.853,12062338038,15194197922
211,sz399106,深证综指,1995.135,19.521,0.988,1975.614,1974.656,1995.324,1966.713,24415723797,276375231839
212,sz399107,深证Ａ指,2087.134,20.449,0.989,2066.685,2065.681,2087.333,2057.365,24410496706,276351911097
213,sz399108,深证Ｂ指,1159.131,1.799,0.155,1157.332,1157.145,1159.131,1153.898,5227091,23320742
214,sz399231,农林指数,1439.207,-30.820,-2.097,1470.027,1460.295,1463.307,1428.867,266184536,3676125794
215,sz399232,采矿指数,2560.304,25.394,1.002,2534.910,2527.833,2561.764,2517.533,200647202,2149733919
216,sz399233,制造指数,2544.414,25.009,0.993,2519.405,2519.582,2544.937,2506.867,12022591666,171195131840
217,sz399234,水电指数,874.922,10.364,1.199,864.558,862.060,875.153,862.060,427769935,2952268297
218,sz399235,建筑指数,1095.602,22.328,2.080,1073.274,1075.667,1095.602,1074.037,449586121,3324549279
219,sz399236,批零指数,1326.518,14.460,1.102,1312.058,1313.109,1326.745,1309.615,1507885290,12514323779
220,sz399237,运输指数,1222.266,-3.840,-0.313,1226.106,1222.942,1230.831,1212.315,317945689,2886679798
221,sz399238,餐饮指数,2658.138,-107.034,-3.871,2765.172,2719.074,2719.074,2609.158,187242439,1965648476
222,sz399239,IT指数,1456.029,54.510,3.889,1401.519,1402.712,1456.510,1399.951,3299188497,35909193430
223,sz399240,金融指数,1164.043,-3.987,-0.341,1168.030,1161.339,1164.325,1137.929,814991088,8988493064
224,sz399241,地产指数,1911.712,25.622,1.358,1886.090,1882.389,1913.600,1874.422,1329658127,7411823477
225,sz399242,商务指数,1031.766,15.182,1.493,1016.584,1017.507,1033.340,1014.567,763062353,4583744501
226,sz399243,科研指数,1681.204,4.890,0.292,1676.314,1673.529,1688.115,1663.047,103531719,2238260413
227,sz399244,公共指数,597.611,3.776,0.636,593.835,592.298,597.824,591.309,364338528,3419523697
228,sz399248,文化指数,809.854,15.808,1.991,794.046,796.801,814.735,791.006,995489197,6527051180
229,sz399249,综企指数,1162.781,9.687,0.840,1153.094,1150.049,1164.140,1142.178,17830090,179737167
230,sz399262,数字经济,1578.242,21.019,1.350,1557.223,1554.614,1578.431,1543.294,769796843,16376684060
231,sz399263,创业数字,1427.148,17.276,1.225,1409.872,1407.917,1427.416,1394.302,586103766,11214282930
232,sz399264,创新技术,1173.473,28.865,2.522,1144.608,1144.125,1173.549,1137.476,377622601,7111576582
233,sz399265,创新药械,1487.602,4.097,0.276,1483.505,1483.854,1497.190,1474.845,375319659,8440831516
234,sz399266,创新能源,3087.633,26.358,0.861,3061.275,3051.953,3092.388,3007.146,275280553,15353823312
235,sz399269,创质量,5249.836,51.121,0.983,5198.715,5185.031,5255.340,5144.897,414464051,18855857131
236,sz399274,深新基建,3097.624,49.557,1.626,3048.067,3047.473,3098.444,3029.708,530842416,12672758470
237,sz399275,创医药,4187.345,10.846,0.260,4176.499,4177.167,4211.538,4139.974,382569795,10361676233
238,sz399276,创科技,5287.430,40.751,0.777,5246.679,5235.991,5292.634,5189.793,398512182,14817203597
